ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default payment next month
19204;80000;2;2;2;22;858;1468;1724;2884;2994;28788;1000;1036;1196;306;26045;1513;0
19206;70000;2;1;2;24;110176;56378;57572;58130;59289;61331;2700;2700;2110;2125;3000;2300;0
19208;170000;2;2;2;37;117527;120998;120582;112819;113932;107776;5837;4278;4021;3828;3843;3879;0
19209;320000;2;2;2;30;97541;99815;103701;106195;106946;109228;3900;5500;5700;4000;4000;4000;0
19211;310000;2;2;2;31;14015;15377;16393;14855;12662;9628;2000;1300;1461;1000;2000;2000;0
19213;90000;2;2;1;31;90089;91196;89779;89214;88847;88724;3500;4400;5013;4000;4000;4000;1
19215;150000;2;2;2;34;103389;108189;112968;117613;122161;129616;8000;8000;8000;8000;10000;5000;0
19216;60000;2;1;2;27;23690;22413;17399;16553;14259;14134;1283;1584;1217;496;662;489;0
19217;50000;2;2;2;38;1496;35007;32672;34087;37114;45043;35007;2000;2000;5000;10000;2000;0
19218;200000;2;1;2;40;132563;135202;137111;137121;139343;141859;4841;5047;4922;4926;5105;5500;0
19221;30000;2;2;1;47;25893;30628;29368;27769;25999;26924;5501;22;2000;1000;2000;2039;1
19222;330000;2;5;1;36;18768;3736;119340;134194;76865;78760;3744;119356;20062;10189;30032;4005;0
19223;280000;2;1;1;42;172886;175152;172505;175967;178548;176939;6232;12104;7002;6302;6417;6502;0
19227;20000;2;3;2;45;12670;13682;14399;15408;15728;17082;1520;1234;1243;563;1609;1500;0
19228;140000;2;2;1;32;52825;52711;50440;47945;17990;15735;3000;5007;10000;5011;5000;10000;0
19229;30000;2;1;1;32;3684;2911;5831;2083;2903;3874;2911;5842;2088;2903;3874;3201;0
19233;30000;2;3;2;42;26012;27175;27822;28481;28265;28852;2000;1577;1626;800;814;629;1
19234;30000;2;5;2;45;29278;30488;30900;30480;31124;29333;2000;1600;1500;1100;1053;1320;1
19236;180000;2;1;2;39;11732;6653;-6674;18084;16481;19359;6653;330;36550;16481;21264;16253;0
19238;220000;2;1;2;36;122;104;2635;2460;859;2784;104;2653;2472;859;2784;2287;0
19239;200000;2;1;2;35;5956;7690;1530;3107;1683;5784;10402;1530;4000;1683;6031;4512;0
19240;80000;2;2;1;35;17087;1617;8140;7258;20171;5483;1617;8179;7285;20171;5483;42081;0
19241;380000;2;3;1;44;7234;4772;4519;3818;4096;4058;1500;2000;2023;4102;4448;7274;0
19243;160000;2;2;1;41;8091;5344;5117;4730;6634;3477;5344;5124;4730;6635;3477;2979;0
19251;400000;2;2;2;30;-38;9465;4991;466;-1381;3122;10446;5002;504;499;5056;2152;1
19253;280000;2;1;2;30;36269;39229;48190;48758;49219;58412;10300;10018;10026;5000;10000;2401;0
19254;70000;2;2;1;44;34135;27683;28311;24094;21317;9736;2020;5000;3011;1500;1000;1000;0
19258;450000;2;1;2;31;12818;17522;35727;82517;91873;41628;17577;35758;90018;41340;20000;15000;0
19262;70000;2;2;2;31;64888;64454;103298;50978;51374;52453;2127;2151;2500;1836;1904;1915;0
19266;150000;2;2;1;35;102007;93116;84302;74986;67369;60434;5000;5045;2563;3006;3000;2218;1
19270;80000;2;3;1;39;2921;390;6837;7309;2568;2199;780;6837;1000;2568;2199;4067;1
19272;100000;2;2;1;40;89236;90828;83479;73749;68512;72518;3162;3523;3025;2344;5000;3000;0
19273;360000;2;1;2;32;290543;118479;112746;102611;92290;51489;7288;6079;6091;6227;5055;27486;0
19274;150000;2;2;2;32;32428;32136;28151;27697;18981;6155;2000;1650;1500;1004;500;1000;0
19276;210000;2;1;1;33;1345;6087;947;500;1283;500;6087;947;500;1283;500;500;0
19277;110000;2;3;1;41;101316;104930;106053;108641;48519;33448;5300;4300;4800;2500;2000;2000;0
19283;230000;2;2;2;29;2624;1149;2140;3313;3750;2491;1149;2140;3313;3750;2491;9785;0
19284;70000;2;1;1;32;70178;71312;71314;71595;70040;68927;2900;2766;3648;2700;2487;2600;1
19285;70000;2;1;2;32;34640;35757;37175;38254;39017;39834;2000;2000;1700;1400;1446;1500;1
19287;200000;2;3;2;34;195380;199642;188169;191549;195163;194101;7632;6839;6518;6356;6441;6763;0
19289;100000;2;2;1;36;97026;96109;97647;91998;69915;72044;5000;5000;3500;3000;3000;5049;0
19291;160000;2;2;1;33;1655;4271;3711;2121;2275;2895;4271;3711;2121;2275;2895;8429;0
19292;120000;2;2;2;39;326;3756;326;326;326;476;3756;652;326;326;476;326;1
19293;50000;2;2;1;37;12246;11901;11631;11035;1335;90;1196;1261;1000;1335;90;1335;0
19295;200000;2;2;2;36;193083;195259;196120;168814;163509;172037;9000;8993;7503;6000;11300;6103;0
19296;360000;2;2;2;41;3640;1436;1114;1917;19588;16666;1436;1114;1917;19588;16666;707;0
19297;340000;2;2;1;40;40681;43171;45465;46708;49912;52102;3171;3000;2000;4000;3000;2100;0
19299;220000;2;3;2;40;220091;203554;207953;156699;157883;161208;7797;8201;7302;5437;5651;5683;0
19300;370000;2;1;2;37;308011;302783;297700;298224;338565;288924;10404;10015;16502;60003;15008;20000;0
19302;500000;2;2;2;39;491395;464318;477183;496400;505473;474459;25799;35530;31376;70000;17670;20000;0
19306;230000;2;1;2;31;33109;29830;11750;5194;15450;9368;5000;5000;15897;12000;9368;6000;0
19307;150000;2;2;1;33;25849;26852;27882;28894;29313;29924;1735;1765;1777;1196;1233;1238;0
19308;210000;2;1;1;32;7544;5525;6876;2692;5560;2866;5255;7067;2696;5560;2866;8680;0
19310;230000;2;1;1;42;147396;151030;145550;135626;103789;108348;10000;7000;5065;5000;10000;5000;0
19314;200000;2;1;1;34;16024;18168;10274;4726;4484;4745;18184;10274;4726;4490;4745;1283;0
19319;160000;2;2;2;39;32930;20090;49448;38415;59138;77579;14000;40015;1625;32044;27248;3650;0
19320;80000;2;2;1;42;43045;43024;9821;600;53900;55000;1301;5098;600;53900;1100;10000;1
19325;160000;2;3;1;38;5207;207;207;207;207;207;207;207;207;207;207;207;0
19329;140000;2;3;1;40;30755;31757;32808;35342;35965;36741;1815;1866;3400;1500;1500;1484;1
19333;50000;2;3;2;35;3123;1326;2866;4406;2821;1854;1326;2866;4406;2821;1854;1688;0
19334;30000;2;3;1;38;24505;25592;26628;27678;28084;30068;1800;1750;1800;1165;2600;1200;0
19336;280000;2;2;1;48;79536;31251;37071;16757;9509;10861;31280;26757;5076;9539;10861;56137;0
19337;390000;2;2;2;35;42286;30038;27402;28352;28066;28215;2389;2414;2378;892;925;938;0
19338;100000;2;3;1;44;41803;73882;75609;77265;78973;81665;33882;4000;4000;4000;5000;5900;1
19340;110000;2;3;1;43;48796;49371;19413;20204;16627;14980;2350;1392;1183;511;1151;482;0
19341;50000;2;2;1;45;48875;50103;46641;31459;28901;29523;2080;1690;1458;1100;1076;1094;0
19342;100000;2;2;1;41;111925;107224;107126;101859;79519;74368;4000;7000;3533;2673;3500;4303;0
19346;260000;2;2;1;35;3439;10034;256;274;388;766;10127;258;274;388;766;1185;0
19349;30000;2;1;1;37;7979;8301;9156;8983;8141;6422;1149;1191;1079;239;209;206;0
19350;50000;2;2;2;41;39859;38781;26823;26799;26536;27093;1501;2003;1420;937;972;1007;0
19353;290000;2;2;1;49;37246;36927;39769;35058;36965;38863;3000;3500;2500;2500;2500;2000;0
19355;30000;2;3;1;39;21173;22513;23826;20613;21269;22761;2000;2000;1000;1000;2000;2000;1
19356;580000;2;2;2;33;18812;15408;20629;10682;6788;10413;2000;10053;8017;6788;10413;10519;0
19360;180000;2;2;2;31;416;416;416;416;416;416;416;416;416;416;416;416;0
19363;200000;2;3;1;43;113570;113974;117248;104889;103668;105467;4149;5571;5221;4001;4001;4001;0
19364;130000;2;3;1;43;32667;33822;34975;35943;36447;37259;2000;2000;1850;1400;1400;1400;0
19366;130000;2;2;1;40;4176;11806;1984;4649;6727;473;11839;3000;4649;6727;473;1669;0
19367;180000;2;3;1;43;3122;-26214;98834;34677;55634;44325;16;130000;40057;56000;10000;66000;0
19368;110000;2;2;1;39;93111;91198;85136;80491;78967;80628;3226;3050;2765;2304;2400;1885;0
19370;150000;2;2;2;35;97268;71876;50043;55182;48983;50136;3500;2000;20000;2000;2000;2000;0
19372;90000;2;2;2;42;92837;95413;94460;10031;11243;3343;4500;2000;10061;11277;3808;14741;0
19373;500000;2;2;1;42;62112;60246;74832;126778;82611;71338;20025;40000;85000;139;20000;29761;0
19374;300000;2;2;1;37;15695;11551;6224;14959;6885;22107;11551;6252;14959;6885;22107;6741;0
19375;370000;2;3;1;33;18082;18339;19031;17345;18245;23200;1628;1320;1100;1000;10000;1000;0
19376;200000;2;2;2;35;104393;108956;109339;113799;75536;66643;6300;4588;6910;30;2375;9577;0
19377;500000;2;4;2;38;2252;2265;24667;40626;9255;8659;2265;24905;40827;30844;8695;3532;0
19380;270000;2;2;1;38;62263;60654;59464;54715;51796;53256;3000;3000;3019;5000;5000;10000;0
19381;300000;2;1;1;43;21953;32905;14458;18061;8016;5768;32905;14458;18061;8016;5768;7229;0
19385;350000;2;1;2;41;122017;121505;119522;119947;117328;118400;6000;5900;5800;4100;4500;5000;0
19387;30000;2;3;0;30;24171;27393;28089;25805;21356;15158;3634;1451;9;1003;905;409;0
19388;240000;2;2;2;29;2638;1526;2276;1486;1776;2308;1526;2276;1486;1776;2308;776;1
19391;370000;2;1;1;42;291006;271452;256269;200761;125646;111185;12100;11295;8300;5000;4600;10000;0
19392;150000;2;2;1;43;5446;6671;4839;807;28023;7613;6682;6095;807;28023;7613;4331;0
19393;410000;2;1;2;31;400967;365398;367247;304903;310333;317330;14158;13000;13000;12000;12000;15000;0
19398;240000;2;1;1;33;95835;90385;85011;77329;50673;48723;4060;3181;3000;1500;3042;1377;0
19403;230000;2;2;1;40;273;273;2418;1428;4398;5748;273;3588;1428;4398;5748;3768;0
19405;220000;2;2;1;37;158494;156004;149677;152724;142064;142649;7000;7000;7100;5000;5400;5600;0
19407;260000;2;2;1;36;7258;7935;4979;3976;6623;24426;2037;4979;1019;6623;18119;1382;0
19411;350000;2;1;2;35;8526;10892;9218;9834;1458;5225;10951;9274;4711;1472;5251;68361;0
19414;190000;2;1;2;47;314;3031;597;1640;306;39506;3031;597;1648;306;39506;697;0
19416;230000;2;1;1;37;312;2984;1786;363;437;843;3186;1786;363;437;843;500;1
19418;220000;2;3;1;45;176879;182100;184900;170611;125433;83709;10150;10000;10000;10053;4000;3000;0
19420;90000;2;1;2;29;79063;64135;46678;85156;43269;44181;3687;1997;1995;1686;1749;1840;0
19421;500000;2;1;1;35;5799;36189;23338;7896;8970;215305;36277;6112;10014;9018;215518;20018;0
19428;240000;2;2;1;37;51277;51999;52613;21696;22807;22877;10006;10000;10000;22807;10000;11109;0
19433;80000;2;2;1;25;76358;77433;74050;73361;56966;59130;3000;3000;2700;2000;5000;2200;0
19436;70000;2;2;2;26;70805;70087;62750;53600;45215;46486;2600;2231;1800;1700;2000;2000;0
19437;160000;2;2;1;38;73902;119408;134243;12670;6349;10775;50000;20000;30037;6349;11000;4000;0
19438;200000;2;1;2;30;148646;132606;136183;127438;124816;92037;5000;8500;3500;3000;25000;70000;0
19439;20000;2;1;2;34;1789;16745;1464;1466;1691;4565;16745;1464;1466;1691;4565;4570;0
19440;300000;2;2;1;35;155493;179071;42404;71493;13547;27710;50706;30028;60300;27054;25003;10;0
19444;280000;2;1;1;39;97694;89690;86812;87813;88267;89676;4014;4300;4153;2900;2500;2600;0
19446;50000;2;1;2;24;48712;49587;21604;14772;9238;9588;2269;1286;1200;332;500;1000;0
19447;160000;2;4;1;28;819;162;165;165;165;165;162;168;165;165;165;165;0
19450;60000;2;2;1;47;54532;54203;58199;59152;76006;19604;1970;6000;3000;1000;1000;1000;0
19451;420000;2;1;2;27;198604;202935;207548;211990;216362;220728;7518;7763;7768;7768;7877;7934;0
19456;100000;2;1;3;47;43175;42669;42238;41646;40976;40503;1680;1722;1603;1406;1598;1502;0
19459;380000;2;2;1;44;268755;270405;258979;261213;264550;163860;11035;10009;11003;10500;7500;7505;0
19462;270000;2;2;1;33;10148;625;14430;7320;5500;500;625;14430;7325;5500;500;6921;0
19463;30000;2;2;1;49;27922;25214;26755;23235;25008;26761;2000;2000;2000;2000;2000;822;1
19465;50000;2;2;2;40;46319;49518;48188;49966;19294;18971;4000;1000;3800;820;900;695;0
19466;30000;2;2;1;40;31230;31348;28034;26251;24133;22527;2007;8;2007;1005;782;2009;1
19467;210000;2;3;1;38;2569;3920;2529;3087;2811;3204;3920;2529;3087;2811;3204;4173;0
19468;220000;2;3;2;43;223022;215787;220680;219459;177765;175238;7750;8397;7349;6518;7000;7000;0
19469;340000;2;2;1;32;61605;64250;66293;57657;53035;54693;3500;3049;2706;1870;3000;4000;0
19470;500000;2;1;1;41;4513;4342;3321;6760;5788;12633;4375;3337;6789;5816;12696;4348;0
19473;60000;2;2;2;24;53910;55028;56449;56273;28316;30763;2600;2900;2034;2000;3000;1000;0
19474;100000;2;1;2;32;41531;6120;104346;91025;91120;1777;6157;100000;2017;1822;1777;7748;0
19477;240000;2;2;1;38;234304;229519;229676;234928;160765;158184;7888;8522;9260;5700;5475;5520;0
19478;110000;2;2;1;40;107035;110156;8871;66482;59578;57961;4000;2500;58000;2000;3000;3500;0
19479;360000;2;1;2;32;167232;166848;149903;138091;138123;140324;6121;7294;6135;4504;4669;4060;0
19480;50000;2;3;2;35;54731;51080;45536;38745;37395;19247;1730;52014;1200;19959;1402;811;0
19481;60000;2;2;1;39;50615;50200;19567;29035;27762;27740;1619;1429;31426;969;998;1545;0
19484;140000;2;2;1;48;121096;123064;126749;127244;129495;126663;4407;6100;4518;4694;4745;4876;0
19487;180000;2;1;1;28;176793;173034;171772;172344;134321;131191;8000;8206;6500;5000;5000;5000;0
19490;180000;2;1;2;42;130304;140191;142477;141674;146312;149133;13600;6000;3000;8500;5300;300;1
19492;30000;2;2;1;41;25735;27001;28261;29337;26189;21715;2000;2000;2000;500;1000;500;0
19493;380000;2;2;1;48;64001;60427;58603;58359;59527;58482;5000;7000;7359;10000;7000;10000;0
19494;130000;2;3;2;36;1738;1738;1738;1738;1738;1738;1738;1738;1738;1738;1738;1938;0
19503;50000;2;1;2;44;10012;11039;12549;16995;17490;18253;1500;2000;5000;778;1200;752;0
19509;110000;2;2;2;32;68014;68788;70880;72403;73600;75261;2500;3200;3300;3000;3000;2746;0
19510;400000;2;3;1;40;27035;28119;31166;35238;1408;4869;28204;33716;37400;1408;4869;5539;0
19513;260000;2;1;2;31;69343;70585;71430;73837;73271;74266;4000;4000;4007;13990;2056;2623;0
19514;170000;2;1;2;27;89909;61785;17848;14000;124208;122955;8941;3848;4000;124208;5000;5000;0
19517;560000;2;1;1;45;34669;150228;151425;143343;127225;130479;150000;60052;10268;27225;15000;20000;0
19518;540000;2;1;2;34;1128;1784;892;946;946;946;1784;892;1000;946;946;946;0
19522;80000;2;2;1;28;77856;76079;78410;55417;50733;50441;3670;4520;3311;50441;1800;2100;1
19524;120000;2;1;2;26;43629;56933;54724;32400;9207;5828;25000;45000;5151;2000;5000;9115;0
19526;260000;2;2;1;33;3342;8978;4331;13860;1987;5626;9023;4353;13929;1997;5654;3964;0
19528;30000;2;2;1;35;31955;30429;27286;21919;19015;2732;1800;1388;1501;1001;2732;3280;1
19530;350000;2;2;1;36;21026;35588;38002;40357;43663;52735;15000;3000;3000;4000;10000;25000;1
19535;100000;2;3;1;43;5719;6633;3461;4471;4560;4656;1043;1064;1074;163;169;169;0
19536;270000;2;1;2;30;81488;76257;70685;66539;61069;56211;3000;5000;3000;2200;2100;3879;0
19537;30000;2;3;1;44;26627;27631;29179;30146;26371;27567;1452;2000;1500;933;2000;3000;1
19539;180000;2;1;2;30;44478;40311;43847;50763;69026;32030;8000;10000;10000;23000;5000;4000;0
19541;360000;2;1;1;32;16039;20396;19382;13874;9398;10773;5000;2000;5019;2000;2500;5000;0
19543;140000;2;2;2;37;86858;89509;91476;92591;95887;97739;5000;4300;3600;5000;3310;3400;0
19544;90000;2;2;1;41;25388;26460;26711;27722;28116;28552;1800;1747;1758;1152;1038;1073;0
19545;20000;2;3;2;46;942;942;9849;3870;6630;1170;942;9849;3870;6700;4780;150;0
19547;30000;2;2;2;36;26535;27131;27294;27853;28033;28756;1433;1481;1430;1000;1543;1200;0
19549;80000;2;2;2;24;81228;76590;73327;69760;50642;48690;3400;2800;3038;2000;2000;2000;1
19553;80000;2;2;1;37;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;4206;1
19554;140000;2;5;2;25;91485;78704;79449;45514;42155;42812;3009;3411;1523;1352;1526;1505;0
19558;500000;2;1;1;37;208068;188873;170225;170407;196150;167748;30072;10093;20031;60030;15008;8008;0
19562;130000;2;2;1;37;110434;108740;122873;122870;120373;134146;4100;20000;6000;5000;20000;6000;0
19564;230000;2;1;2;34;3251;4342;2557;4440;4832;6059;4347;2557;4443;4832;6314;7897;1
19565;60000;2;3;1;48;316;316;316;316;316;316;316;316;316;316;316;316;1
19568;240000;2;2;2;30;35380;64013;51380;25438;19376;12889;64013;1651;1705;564;2093;144734;0
19570;50000;2;2;1;44;10950;5662;6797;7565;9565;11357;1097;1232;1000;2000;2000;4000;1
19571;50000;2;3;1;42;50562;50906;48888;47037;12187;9962;2000;2009;1180;1000;1000;348;0
19572;50000;2;2;1;38;588;588;588;926;643;643;588;588;926;643;643;643;0
19573;90000;2;2;1;39;1330;950;1330;950;950;11786;950;1330;950;950;11786;1250;1
19575;190000;2;3;1;43;93359;95376;98954;101512;106708;109639;3404;4954;4512;6708;4639;4793;0
19576;210000;2;1;1;31;157544;160437;129247;119579;120318;107122;7505;7072;4009;8000;10000;12000;0
19577;370000;2;2;1;45;137250;141167;103000;41200;1109;99723;5927;5000;41200;1109;99723;5000;0
19579;220000;2;2;1;32;28853;29145;27171;22067;17831;15671;2000;4000;1420;2000;3000;30789;0
19581;200000;2;2;1;39;13145;15549;21375;9312;23958;10825;15571;21488;9312;23958;10825;10773;0
19582;400000;2;1;2;31;5974;2600;110958;164959;130737;128312;2600;110958;110000;20000;58312;9031;0
19583;80000;2;2;2;44;22771;17047;11885;8254;5144;15365;1239;1435;1350;5144;15365;2250;0
19584;360000;2;2;1;36;16557;18369;20067;48307;12918;12375;3000;2000;29079;1066;1000;1000;0
19585;310000;2;1;2;35;308105;303679;278488;256962;262381;278117;13088;9834;9500;9700;20200;11000;1
19586;150000;2;1;2;29;80299;81963;84641;86330;88885;97402;3000;4000;4000;4000;10000;4000;0
19587;80000;2;2;2;30;90562;85919;83023;79031;41149;30244;3340;2000;83731;2000;2000;1000;0
19589;320000;2;1;2;30;2419;3193;5127;6871;7751;8623;2000;2000;2000;1000;1000;1000;0
19590;170000;2;2;2;38;153123;151050;148362;142223;126060;123978;7000;6000;5012;5000;5000;5000;0
19591;80000;2;2;2;36;23347;29927;53599;52038;53175;55751;10000;24369;2500;2500;5000;2700;0
19593;170000;2;2;1;45;169625;169944;169829;162988;125969;127643;6081;6336;5205;4452;4592;4677;0
19600;290000;2;1;2;36;57721;57256;57094;55293;54738;55435;2514;3007;2004;2101;2503;2503;0
19606;180000;2;1;1;31;151776;157050;167293;168074;167235;179461;9300;14300;5000;3400;15000;6017;0
19607;220000;2;2;2;34;93815;96121;56148;35642;33516;30177;4300;2407;2000;2000;1100;1000;0
19608;190000;2;2;2;34;90945;77668;79321;80401;80872;77377;3500;3500;3000;3083;3000;3000;0
19609;150000;2;4;2;29;17196;12991;3305;11164;18803;22891;2012;3310;11164;18800;10000;16910;0
19610;350000;2;2;1;38;62862;79927;76057;65139;56984;55038;24000;6000;5000;3000;6000;5000;0
19611;240000;2;2;1;47;121386;123877;127344;125050;126479;130266;6000;7000;6500;5000;6000;6000;0
19615;290000;2;1;2;30;41626;8341;17333;34539;35288;35438;5004;10000;18000;1200;3000;2000;0
19616;50000;1;2;2;30;22459;48535;49350;26499;21071;18713;26499;2248;1332;544;713;3703;0
19618;260000;2;2;2;30;4456;177;1406;1006;436;5860;177;1406;1006;440;5860;1306;0
19619;180000;2;3;1;31;10790;7239;30418;31370;13496;23943;7239;30418;31370;13496;12000;22593;0
19622;50000;2;2;1;34;47993;49051;39945;40254;20040;3563;2010;1904;2214;1000;129;131;1
19624;250000;2;2;1;37;212954;215928;221963;224949;229577;234221;8000;9510;8160;8364;8493;8625;0
19627;30000;2;2;2;42;27855;30787;30128;25178;21060;16893;5000;5137;2189;2007;1009;655;0
19628;100000;2;2;1;44;1603;1440;1440;1440;1440;6059;1440;1440;1440;1440;6059;1440;0
19631;80000;2;2;1;35;81513;82816;74170;73609;46443;47231;3612;2830;2194;1797;2000;2000;0
19632;170000;2;1;1;41;93095;95044;98505;99970;102303;104654;3500;5000;4000;4000;4000;4000;0
19634;500000;2;3;1;44;1273;79108;329774;328950;336073;1257;79113;255005;6780;8401;1262;2120;1
19635;300000;2;2;2;41;1215;43909;27785;5221;1278;3245;43943;27863;5234;1278;3245;22;0
19639;340000;2;4;2;29;262621;167331;169625;104501;102700;103824;24298;7068;8015;10053;15000;9507;0
19640;90000;2;1;2;31;20052;79532;79872;80662;80740;83275;59872;2200;2700;2000;4000;2200;0
19643;200000;2;1;2;29;2692;4399;5555;5818;3686;2014;4403;5573;5947;3686;2041;2540;0
19644;460000;2;1;2;29;82315;170894;160223;160894;165246;169983;90150;7018;7000;7002;8007;8038;0
19646;360000;2;1;2;30;4765;3415;1539;6501;3458;2786;3434;1546;6541;3475;2788;5710;0
19647;120000;2;2;1;30;25657;27877;1150;29225;25893;11707;3000;2000;29225;2000;2000;20000;0
19649;210000;2;1;1;33;199851;190551;192717;195700;150525;137565;7000;7791;7000;5254;5400;5380;1
19651;200000;2;2;1;32;47550;51427;52672;53682;51841;52921;5000;2672;2492;2006;2069;2258;0
19654;240000;2;1;2;32;89988;27329;21061;27585;18019;18116;18063;18008;27067;18046;10018;17038;0
19656;150000;2;1;2;33;11529;6745;6177;7215;7644;8367;2000;1262;1300;700;1000;950;0
19658;50000;2;2;2;33;49633;48475;41848;40136;40626;41970;24;2039;1965;1455;2000;1877;0
19659;180000;2;1;2;33;31689;30210;39634;42625;44935;48436;10000;10000;5000;3000;10000;30000;0
19663;320000;2;1;2;44;29227;49177;143588;82261;44242;22999;49619;143588;82691;44242;24010;128424;0
19664;370000;2;2;1;36;219386;181046;169132;128553;88817;83763;10500;14045;8553;8817;10763;2526;0
19665;210000;2;2;2;37;26557;31090;58054;44624;43339;44245;5000;28008;15000;1552;1605;1615;0
19667;220000;2;2;2;41;119951;122336;126415;127447;129983;132727;4375;6047;4622;4652;4838;4838;0
19668;210000;2;3;2;36;420522;203447;206683;99411;63322;73433;16000;6549;4500;2407;12700;3200;0
19669;200000;2;2;1;34;5481;6430;4494;4771;9454;8595;1068;1140;1000;5000;3000;3000;0
19670;180000;2;2;1;41;9309;7596;9086;11477;4817;7121;1119;1609;3000;2500;5000;5000;0
19672;430000;2;2;1;37;17800;18175;11153;11073;2853;3177;2003;2000;1030;2350;2000;1150;0
19674;50000;2;2;1;35;48658;50709;36114;23706;20166;19930;3000;2000;3005;700;1000;1000;0
19675;500000;2;1;2;38;2937;5242;17840;11303;6943;16409;5242;17840;11642;6943;16409;3362;0
19676;340000;2;1;2;37;334125;335778;343792;301895;198944;197439;13562;15000;12000;8120;7720;4000;0
19678;230000;2;1;1;41;54598;48568;43140;34039;26622;11891;1528;1538;1777;1160;1500;1000;0
19679;170000;2;2;2;37;170687;29570;31776;34228;36645;38885;3000;3000;3000;3000;3000;3000;0
19681;120000;2;2;1;34;8505;4086;6389;4520;8708;1520;4086;6389;4520;8708;1520;1520;0
19682;110000;2;2;1;39;102801;104907;108107;96213;68003;52684;3818;4955;3446;3000;3000;4000;0
19683;200000;2;2;1;46;106651;103173;104137;103422;95206;65108;3692;5000;3300;2500;2930;1500;0
19685;420000;2;3;2;35;65958;63715;62201;56125;49114;47563;3500;3002;2200;1700;1800;1700;0
19688;210000;2;3;1;40;2616;7537;6730;3447;16220;5566;7537;6730;3447;16220;7564;2632;0
19689;240000;2;1;1;33;214361;218626;223329;227820;227154;231935;7830;8231;8332;8187;8500;8029;0
19690;240000;2;1;1;45;8732;5286;5596;3328;3763;9529;5286;5596;3328;3763;9529;4895;0
19691;390000;2;2;1;37;175363;164292;144731;145140;130727;131619;5551;5358;5500;5000;20000;10000;0
19692;30000;2;2;2;33;498;4831;477;8560;1550;955;4831;477;8561;1550;955;570;0
19694;70000;2;2;1;49;64049;66079;67488;58246;48859;46688;3700;3100;2200;1600;1850;1800;1
19696;180000;2;3;1;49;92140;92517;94808;89137;88637;84966;3892;5002;3153;5000;3037;3200;0
19697;470000;2;1;1;37;163000;160298;135683;128719;116173;104283;10047;5001;6010;4512;4012;3522;0
19698;120000;2;2;1;38;63700;65069;66450;67373;68186;68959;3000;3000;2600;2500;2000;3000;1
19699;390000;2;2;1;33;8243;4610;7599;2947;86790;3628;4644;7677;2947;87476;3639;7769;0
19701;50000;2;3;1;39;48694;46514;47771;43739;29090;24317;1803;2060;2025;1375;1035;900;0
19702;140000;2;1;2;32;112933;114564;118713;121248;123232;126242;5000;6000;6000;5500;5000;6000;0
19704;30000;2;3;1;37;3860;780;27557;28433;29477;28910;780;27557;2000;1500;1100;1500;0
19707;80000;2;2;1;47;2795;3807;4595;5172;5278;3206;1067;1121;1000;106;64;1000;0
19709;180000;2;1;2;28;131007;131632;136239;138116;135246;130436;5000;7000;6500;5000;5000;5000;0
19710;80000;2;2;1;34;8413;4942;989;2799;2818;3638;1029;1225;2799;2000;2000;2000;0
19713;80000;2;1;2;27;35303;36215;37330;38407;39168;40037;1800;2000;2000;1700;1650;3200;0
19716;500000;2;2;1;32;26455;12229;989;2008;-59;11835;7060;1003;2018;59;11894;2;0
19719;150000;2;1;1;28;58322;36865;32311;12791;390;1508;36865;32311;12956;390;1508;2224;0
19720;200000;2;1;1;32;101685;100328;151733;147327;59949;39197;4000;59949;6000;2000;2000;2000;0
19721;110000;2;3;2;27;105979;108403;109172;111940;108594;111239;5340;4000;4600;4000;4450;4100;0
19722;150000;2;3;2;30;24523;22224;20880;17305;16094;18516;2029;3030;3118;3003;3040;2050;0
19723;120000;2;1;1;39;32598;51662;30285;24879;29479;27553;20092;10000;6000;5000;7553;14587;0
19724;500000;2;1;1;44;329570;71921;367979;294969;189612;128459;72001;368199;6486;234;90;167116;0
19725;270000;2;2;2;28;38875;38589;27846;21787;16429;5488;6000;2000;1200;330;2000;8258;0
19726;50000;2;2;2;29;24399;23495;22611;14174;10809;9004;4000;5000;4000;3000;1000;3000;0
19727;300000;2;3;2;30;131957;134790;137637;138886;140116;147715;6500;6500;5000;5000;10000;7000;0
19728;140000;2;2;2;30;97288;98068;98098;97055;97035;101525;4400;4500;3500;3500;8000;500;1
19729;170000;2;1;2;32;6699;2999;4896;68;2761;2673;2999;4904;68;2761;2673;1861;0
19730;320000;2;2;1;35;158942;155925;126767;114110;109637;95850;5057;4606;5800;3375;3324;2500;0
19731;200000;2;3;1;39;145687;146519;144315;130807;124688;122518;7627;4631;5066;5033;5007;5125;0
19733;120000;2;2;1;32;37981;36149;37179;38500;38955;39926;1586;1616;1937;1392;1596;1684;0
19735;150000;2;1;2;40;798;2305;1036;5022;3938;316;2309;1036;5048;3946;316;314;0
19736;200000;2;1;2;27;62574;63814;65265;66234;62356;55080;2278;2473;2161;2075;1973;2000;0
19737;110000;2;1;1;30;49069;14241;15205;16267;53869;54138;1600;1500;1400;38002;1415;1010;0
